PARENTNO,PARENT_VER,PROD_STATUS,PROD_CDATE,PROD_MODDATE,GISONG,BRAND,EL_ASPD,EL_ACAPA,ASPSCD,PARTNO,PARTNAME,PART_VERSION,SPEC,GLCODE,PART_QTY,CMT,UCHECK
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,24100009G3700,FLS ASSY,1,"SUVF, 37K RAIL",24100009G37,1,"충주타워 #5 초고속 설치용
- 신청일 : 2024.12.9
- 입고요청일 : 2024.12.20
- 입고지 : 현대엘리베이터 본사 F02
- 수량 : 1EA",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,24100093G0100,BRACKET ASSY,0,GSP,24100093G01,5,"25.02.20 KJU
충주타워 5호기 설치용 5EA 
-제작 업체: 이엠텍
-입고 날짜: 2/21
-입고 담당자: 제어팀 진호연M",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,24200006G3700,LCD VANE ASSY,1,STOP,24200006G37,14,"충주타워 #5 초고속 설치용
- 신청일 : 2024.12.9
- 입고요청일 : 2024.12.20
- 입고지 : 현대엘리베이터 본사 F02
- 수량 : 14EA",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,24200009G0100,BRACKET,0,LCD VANE EXTENSION,24200009G0100,2,"충주타워 #5 초고속 설치용
- 신청일 : 2024.12.9
- 입고요청일 : 2024.12.20
- 입고지 : 현대엘리베이터 본사 F02
- 수량 : 2EA",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,24200013G3700,ETS & SDS SENSOR ASSY,1,37K,24200013G37,42,"충주타워 #5 초고속 설치용
- 신청일 : 2024.12.9
- 입고요청일 : 2024.12.20
- 입고지 : 현대엘리베이터 본사 F02
- 수량 : 28EA

25.02.19 KJU
충주타워 5호기 설치용 14EA 추가 발주(총 수량 42EA)
-입고위치: 현대엘리베이터 본사 F02
-입고날짜: 3/4 이전
-업체: 대성정밀",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,24200017G0100,BRACKET,0,ETS SENSOR EXTENSION,24200017G0100,2,"충주타워 #5 초고속 설치용
- 신청일 : 2024.12.9
- 입고요청일 : 2024.12.20
- 입고지 : 현대엘리베이터 본사 F02
- 수량 : 2EA",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,24200028G0300,LCD & SDS ASSY,1,SUVF,24200028G03,1,"충주타워 #5 초고속 설치용
- 신청일 : 2024.12.9
- 입고요청일 : 2024.12.20
- 입고지 : 현대엘리베이터 본사 F02
- 수량 : 1EA",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,242C0130G0100,BRACKET,0,L=500MM,242C0130G01,2,"충주타워 #5 초고속 설치용
- 신청일 : 2024.12.9
- 입고요청일 : 2024.12.20
- 입고지 : 현대엘리베이터 본사 F02
- 수량 : 2EA",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,25900033G6000,CABLE,1,SDS & ETS HARNESS CABLE,25900033G60,1,"충주타워 #5 초고속 설치용
- 신청일 : 2024.12.9
- 입고요청일 : 2024.12.13
- 입고지 : 현대엘리베이터 본사 F02
- 수량 : 1EA",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,25900333G0100,OPTICAL CODE ASSY,1,FOR SUVF,25900333G01,1,"충주타워 #5 초고속 설치용
- 신청일 : 2024.12.9
- 입고요청일 : 2024.12.20
- 입고지 : 현대엘리베이터 본사 F02
- 수량 : 1EA",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,25900333G0200,OPTICAL CABLE,1,"SP(50/125), SP(62.5/125), DP(50/125), DP(62.5/125)",25900333G02,133,"충주타워 #5 초고속 설치용
- 신청일 : 2024.12.9
- 입고요청일 : 2024.12.20
- 입고지 : 현대엘리베이터 본사 F02
- 수량 : 133EA",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,25900771G0100,HALL POWER HARNESS,0,CP TO MIDDLE OF HOIST WAY,25900771G01,1,"충주타워 #5 초고속 설치용
- 신청일 : 2024.12.9
- 입고요청일 : 2024.12.20
- 입고지 : 현대엘리베이터 본사 F02
- 수량 : 1EA",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,25900771G0200,HALL POWER HARNESS,0,CP TO 1ST HOIST WAY,25900771G02,1,"충주타워 #5 초고속 설치용
- 신청일 : 2024.12.9
- 입고요청일 : 2024.12.20
- 입고지 : 현대엘리베이터 본사 F02
- 수량 : 1EA",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,25900818G0300,CABLE,1,FOR T-CABLE (OPTICAL FIBER),25900818G03,1,"충주타워 #5 초고속 설치용
- 신청일 : 2024.12.9
- 입고요청일 : 2024.12.13
- 입고지 : 현대엘리베이터 본사 F02
- 수량 : 1EA",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,25900856G1000,CABLE,0,"SUVF-E, FIELD HARNESS CABLE",25900856G10,1,"충주타워 #5 초고속 설치용
- 신청일 : 2024.12.9
- 입고요청일 : 2024.12.13
- 입고지 : 현대엘리베이터 본사 F02
- 수량 : 1EA",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,25900932G2000,CABLE,1,"OVER 3A, 1CORE",25900932G20,1,"충주타워 #5 초고속 설치용
- 신청일 : 2024.12.9
- 입고요청일 : 2024.12.13
- 입고지 : 현대엘리베이터 본사 F02
- 수량 : 1EA",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,25900958G0200,ELD CABLE ASSY,0,"HELD-2018S(2.2kVA),(3kVA)",25900958G02,4,ELD 케이블 총 4MR 으로 작업할 것... 수정 24.2.27 JCH,1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,25900983G0100,CABLE ASSY,0,LP PHONE JUNCTION CABLE,25900983G01,1,FOR MAIN OPB,1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,25900984G0100,CABLE ASSY,0,LP PHONE OPB BUTTON CABLE,25900984G01,1,,1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,25901112G0100,ELD CABLE ASSY,1,HELD-2020S(7kVA),25901112G01,1,,1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,25910236G0200,SWITCH ASSY,0,EMERGENCY DOOR SW,25910236G02,1,"충주타워 #5 초고속 설치용
- 신청일 : 2024.12.9
- 입고요청일 : 2024.12.20
- 입고지 : 현대엘리베이터 본사 F02
- 수량 : 1EA",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,25910237G0200,HARNESS CABLE,0,EMERGENCY DOOR CABLE,25910237G02,1,"충주타워 #5 초고속 설치용
- 신청일 : 2024.12.9
- 입고요청일 : 2024.12.20
- 입고지 : 현대엘리베이터 본사 F02
- 수량 : 1EA",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,26000056G0200,DOOR CONTROLLER,0,"HIDC-N-U, 400W, 절연 COATING=Y",26000056G02,1,"충주타워 #5 탄소섬유 초고속 설치용
(13110246G91 하위 DOOR CONTROLLER 누락분 추가)
- 신청일 : 2024.12.03
- 입고 요청일 : 2024. 12.12
- 수량 : 1 SET
- 제작업체 : 우진전장
- 입고지 : 현대엘리베이터 연구소
- 담당자 : 주재영 매니저 (010-5912-0350)
- 비고 : 입고 시, 담당자 연락처로 연락부탁드립니다.",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,26000109G0200,LAMP,0,15W LED,26000109G02,1,"충주타워 #5 램프 발주 건
- 신청일 : 2024.11.20
- 입고요청일 : 2024.11.27
- 입고지 : 현대엘리베이터 본사 2공장
- 제작업체 : 협신전기
- 수량 : 1 EA
",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,26000109G0800,HOISTWAY LAMP,0,15W LED,26000109G08,1,"충주타워 #5 승강로 램프 발주 건
- 신청일 : 2024.11.20
- 입고요청일 : 2024.11.27
- 입고지 : 현대엘리베이터 본사 2공장
- 제작업체 : 협신전기
- 수량 : 1 EA
",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,26000109G0900,HOISTWAY LAMP,0,15W LED,26000109G09,50,"충주타워 #5 승강로 램프 발주 건
- 신청일 : 2024.11.20
- 입고요청일 : 2024.11.27
- 입고지 : 현대엘리베이터 본사 2공장
- 제작업체 : 협신전기
- 수량 : 50 EA
",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,26000109G1000,HOISTWAY LAMP,0,15W LED,26000109G10,2,"충주타워 #5 승강로 램프 발주 건
- 신청일 : 2024.11.20
- 입고요청일 : 2024.11.27
- 입고지 : 현대엘리베이터 본사 2공장
- 제작업체 : 협신전기
- 수량 : 1 EA
============================
24.12.9 KJU 추가 발주
- 신청일 : 2024.12.9
- 입고요청일 : 2024.12.20
- 입고지 : 현대엘리베이터 본사 2공장
- 추가 수량 : 1 EA 
총 수량 : 2EA ",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,26000122G0300,LAMP,0,"GSP, 15W LED",26000122G03,10,"25.02.06 KJU
충주 타워 설치용 10EA",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,26010032G0300,PIT SWITCH,1,"WITH GOV TENSION & BUFF & LADDER, EN81-20",26010032G03,1,"충주타워 #5 초고속 설치용
- 신청일 : 2024.12.9
- 입고요청일 : 2024.12.20
- 입고지 : 현대엘리베이터 본사 F02
- 수량 : 1EA",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,26010032G0400,PIT SWITCH,0,"SUVF, EN81-20",26010032G04,1,"충주타워 #5 초고속 설치용
- 신청일 : 2024.12.9
- 입고요청일 : 2024.12.20
- 입고지 : 현대엘리베이터 본사 F02
- 수량 : 1EA",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,26010040G0300,PIT SWITCH,0,LAMP & E-STOP  SWITCH,26010040G03,1,"충주타워 #5 초고속 설치용
- 신청일 : 2024.12.9
- 입고요청일 : 2024.12.20
- 입고지 : 현대엘리베이터 본사 F02
- 수량 : 1EA",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,260D0024G0100,PC BOARD,1,H/CAN JUMPER,260D0024G01,1,"충주타워 #5 초고속 설치용
- 신청일 : 2024.12.9
- 입고요청일 : 2024.12.20
- 입고지 : 현대엘리베이터 본사 F02
- 수량 : 1EA",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,26200200G0100,INFORMATION DEVICE(IDS-01E),1,"OA SYSTEM,IDS-01E",26200200G01,1,"충주타워 싱글데크 2대(#3,5호기) 군관리에 대한 추가 ....25.5.12  JCH
- 입고 담당자 : 설치 담당자 최정혁 직장 (010-9627-0719)
",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,26210035G1600,INFORMATION DEVICE,2,"CAR LCD, KOREA",26210035G16,1,"FOR MAIN OPB
",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,26210035G1700,INFORMATION DEVICE,1,CAR RECEIVER,26210035G17,1,,1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,26300166G0200,CAN CONVERTER,2,CAN CONVERTER,26300166G02,1,,1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,26300362G0200,CAN REPEATER ASSY,1,"WB CAN REPEATER BOARD, W/ BOX",26300362G02,1,"충주타워 #5 초고속 설치용
- 신청일 : 2024.12.9
- 입고요청일 : 2024.12.20
- 입고지 : 현대엘리베이터 본사 F02
- 수량 : 1EA",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,26300491G02SA,HIP,0,HIP-D864A,26300491G02,8,,1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,26300491G03SA,HIP,0,HIP-D864A,26300491G03,1,,1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,26300491G04SA,HIP,0,HIP-D864AK,26300491G04,1,,1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,26310349G0800,INFORMATION DEVICE,2,OPTICAL CABLE & INSTALL,26310349G08,1,,1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,26310637G0300,LCD ASSY,1,29 inch LCD,26310637G03,2,"- 충주타워 [#5 초고속] 설치용 ... 추가  24.11.6
: 2층, 29층 승강장 JAMB 상판 설치용.
- 입고 담당자 : 김주원 PM (010-3674-7103)
",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,26400034G03SA,PIT RESET SWITCH,0,PIT RESET SWITCH (EN81-20/50),26400034G03,2,"24.12.9 KJU 추가 발주
- 신청일 : 2024.12.9
- 입고요청일 : 2024.12.20
- 입고지 : 현대엘리베이터 본사 2공장
- 추가 수량 : 1 EA 
총 수량 : 2EA ",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,26400132G0100,EXTENSION CABLE ASSY,0,PIT RESET SW,26400132G01,1,,1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,26510028G03PL,HALL LANTERN,0,HLNS90,26510028G03,1,"1) 29층용 ..... 변경
- 홀랜턴 LAMP는 DC 24V LED 사용, CABLE: 259C204 로 제작
- 홀랜턴+홀차임 케이블 제작
- UP:GREEN, DN:ORANGE .... 변경  24.11.29  JCH
2) 2층용 홀랜턴은 건축 인테리어 공사분 (홀랜턴 케이블은 현대공급)
- CABLE: 259C204 로 제작 (홀랜턴+홀차임 케이블 제작)할 것
",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,28000035G0100,SENSOR,0,"PROXIMITY SENSOR, PA-4203",28000035G01,2,,1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,28000474G0200,VOICE SPEAKER,0,VOICE SPEAKER(KS),28000474G02,1,,1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,28010489G0100,BUTTON,0,"9A BUTTON, YELLOW LED",28010489G01,2,MAIN & SUB : OPEN,1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,28010489G0400,BUTTON,0,"9A BUTTON, YELLOW LED",28010489G04,2,"MAIN & SUB : CLOSE
",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,28010489G1000,BUTTON,0,9A TYPE,28010489G10,2,MAIN & SUB : BELL,1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,28010682G0100,HARNESS CABLE,1,"SUVF,MAIN,NON IND",28010682G01,1,케이블 상부인출할 것.,1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,28010682G0400,HARNESS CABLE,1,"SUVF,SUB,NON IND",28010682G04,1,케이블 상부인출할 것.,1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,28011259G0400,OPB,0,"OPP-N29AA(SWING),LCD",28011259G04,2,"MAIN OPB
N29AA
* SWING PANEL
* NAME PLATE - 용도 : 승객용
* NAME PLATE - 인승 :21 인승, 용량 : 1600 kg
* NAME PLATE 문자크기는 10mm 이상
* 비상통화장치 : DI-PBX LP
* E-STOP S/W ON FACE PLATE : NO
* VOICE SYNTHESIZER (한국어 적용)
* FIREMAN S/W: NO
* OP/CL LOGO: - SYMBOL
* KEY S/W PANEL: - LOGO DWG : 280C116G01
* 열림방향(MAIN) : CO
* S/W PANEL: - DWG NO. : 280C263G07
* S/W PANEL : - CAR내부 LED 조명용 디머 스위치 HOLE 추가
* S/W PANEL : 층버튼 적용 
* CIRCUIT : - DWG NO. : HE000388
* MATERIAL : 기계품목표 참조
* BUTTON : 9A 버튼 적용 (OPEN, CLOSE, 비상벨 : 적용,  층버튼 : 미적용)
* 17H인치 LCD 적용
* 벨버튼 위치 [열림/닫힘 버튼 하부]에 적용 제작 (국내/해외 동일)
* 현장용 비표준 도면 적용 : 28011791
-------------------------------------------
SUB OPB
N29AA
* 열림방향(SUB) : SOR
* BUTTON : 9A 버튼 적용
* MATERIAL : 기계품목표 참조
* SWING PANEL임에 주의
벨버튼 위치 [열림/닫힘 버튼 하부]에 적용 제작 (국내/해외 동일)
* 현장용 비표준 도면 적용 : 28011791

",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,28600001G0500,CAR JUNCTION BOX,0,"BULB, DI-PBX,220V",28600001G05,1,"충주타워 #5 초고속 설치용
- 신청일 : 2024.12.9
- 입고요청일 : 2024.12.20
- 입고지 : 현대엘리베이터 본사 F02
- 수량 : 1EA",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,28600082G2200,STICKER,0,DOMESTIC STICKER,28600082G22,1,"충주타워 #5 초고속 설치용
- 신청일 : 2024.12.9
- 입고요청일 : 2024.12.20
- 입고지 : 현대엘리베이터 본사 F02
- 수량 : 1EA",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,29000038G0100,SERVER RACK,1,SERVER RACK FOR SPEEDGATE,29000038G01,1,"충주타워 싱글데크 2대(#3,5호기) 군관리에 대한 추가 ....25.5.12  JCH
- 입고 담당자 : 설치 담당자 최정혁 직장 (010-9627-0719)
",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,29100059G0100,CP PHONE,0,DI-PBX,29100059G01,2,"FOR CAR TOP
FOR CP
",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,29110021G0100,PC BOARD,1,LP-OPB PHONE2 A'SSY,29110021G01,1,,1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,32111268G0400,EXIT ASSY,0,"CEILING PLATE EXIT, 분할형, 의장용",32111268G04,10,"긴급조치용 브라켓 추가 제작비 처리 건
- 요청일 : 2025.04.10
- 수량 : 10EA(누적10EA)
- 업체 : 번창산업",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,32111367G0700,SOUNDPROOF COVER (CEILING),0,"CEILING PLATE SOUNDPROOF COVER, SPCC, t1.6",32111367G07,19,"2025.04.28 
충주타워 #5 도어 긴급조치 샘플 제작 비용처리 건
수량 : 19 SET
제작업체 : 번창산업",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,32111367G0800,SOUNDPROOF COVER (CEILING),0,"CEILING PLATE SOUNDPROOF COVER, SPCC, t1.6",32111367G08,14,"25.05.30 도어 자재 비용 정산용
수량 : 14SET
업체 : 번창산업",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,32200214C02TB,SWING PANEL,0,"TINMIR(t1.5),UHS,LH",32200214G02L91L92,1,"충주타워 5호기 Swing Panel 재제작
 Ti-Black Mirror
",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,32211257G0200,SPONGE (CAR WALL),0,POLYURETHANE FOAM,32211257G02,1,"충주타워 #5 탄소섬유 설치용 (2024.11.14) 
SWING PANEL 흡음재 (유한산전 발주요청)

입고지 : 우진전장 
담당자 : 김형민
T45X492X2100 : 4EA
T45X571X2105 : 2EA
즉시 입고 요청
",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,32211569G51TQ,CAR WALL,0,"TINBDBL,COLOR=<VAR>,(t1.5),T19,H11,SWING",32211569G51,1,"2025.06.18 UM2 초고속 카도어 아스트라갈 청구 건
제작 업체 : 한산엘테크
수량 : 1 SET",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,32212943G01CA,CAR WALL ASSY,0,"SUVF,OB E/L, T30",32212943G01,1,"충주타워 #5호기(태성이엔지 작업비용 반영)
GLASS WOOL 재단 + 비상구출구 설계 변경",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,32400109G05KS,ENTRANCE TRANSOM,1,"T19,1SCO,TINBDBL_A1(t1.5)",32400109G05,1,우정CTS TRANSOM 소재변경 비용반영 (24.07.15),1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,33100064G0800,SIDE BRACKET,0,"고속용기밀재,HATCHDOOR,HL1",33100064G08,54,2023.03.16_초고속 승장도어 기밀재 54EA 청구(제작업체: 이엠텍),1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,33100437G9100,ASTRAGAL,1,-,33100437G91,35,"2024.02.01
충주타워 #5호기 아스트라갈 설치 자재 제작 건
35SET (제작업체:서원하이테크)",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,33100437G9200,ASTRAGAL,0,S1TYPE(LH),33100437G92,35,"2024.02.01
충주타워 #5호기 아스트라갈 설치 자재 제작 건
35SET (제작업체:서원하이테크)",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,331D0017G0100,DOOR SHOE,0,S1,331D0017G01,20,"충주타워 #5 탄소섬유 초고속 설치용
- 신청일 : 2024.05.28
- 입고요청일 : 2024.06.04
- 입고지 : 현대엘리베이터 연구소
- 담당자 : 이일구(010-8622-1929)
- 제작업체 : 정일폴리머
- 수량 : 20EA(누적 20EA)
- 비고 : 입고 시, 상기 연락처로 연락 부탁드립니다.",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,36100004G010B,JAMB FIXING ROD,1,"FOR JAMB FIXING, IRON ROUND BAR (D10)",36100004G01,38,"2024.10.10 38m 청구
- 제작 사양: 
240mm – 75 SET (18m)
200mm – 75 SET (15m)
100mm – 50 SET (5m)
- 입고 요청일: 2024.10.17 (목)까지
- 입고 담당자: 남 훈 매니저 (010-2708-9339)
- 입고지: 2공장 앞 캐노피 야적장 / 하차담당자: 허이남기성님
",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,36100332G9100,JAMB COVER,2,"JP100,JP200, CO,SO",36100332G91,20,"2024.10.22 20 SET 청구 
BOM 변경 발주 (협력사 요청분)
HH 2200, BW 150
제작업체: 이앤엠
기존 36100331G9100 20분은 삭제됨
",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,36111404G9000,JAMB COVER,0,WIDE JAMB UPPER COVER,36111404G90,18,"25.03.18 충주타워 설치용
현대그린테크 
체크플레이트 추가분 비용반영
선입고 완료",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,36111634G32CA,JAMB,0,"SPCC,JP050,1SCO,HL1",36111634G32,8,"충주타워 #5 탄소섬유 초고속 설치용
- 신청일 : 2024.07.04
- 입고요청일 : 2024.8.31
- 입고지 : 현대엘리베이터 본사 물류센터
- 수량 : 8 SET(누적 8SET)
- 규격 : JJ=1100,HH=2200, 도장강판(P019)
- 비고 : 충주타워 5호기용(기타층)으로 표시하여 입고할 것
         PAINTED STEEL 색상 P019로 진행할 것",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,37110090G0400,HATCH SILL,0,"2SCO,AL,M1",37110090G04,93,"2023.04.27_93SET 청구(제작업체: 마운트지앤디)
충주타워 초고속기종 SILL 자재",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,37510487G91SA,HATCH DOOR ASSY,1,"SUSHL_304(t1.5),M3,1SCO,FIRE DOOR,EI90",37510487G91,2,"2023.05.08_2SET 청구(제작업체: 현대그린테크)
충주타워 초고속기종 DOOR 샘플 ",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,375109438,ASTRAGAL,0,"1SCO,M,암수 ASTRAGAL",375C176H01L93,80,"1. 신청일 : 2023.03.27 
  - 수량 : 80EA 
  - 충주타워 검증 및 설치용
  - 제조사 : 서원하이테크
",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,375109439,ASTRAGAL,0,"1SCO,M,암수 ASTRAGAL",375C176H02L93,80,"1. 신청일 : 2023.03.27 
  - 수량 : 80EA 
  - 충주타워 검증 및 설치용
  - 제조사 : 서원하이테크
",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,HX00002WH0100,ANCHOR BOLT,2,WEDGE ANCHOR,HX00002WH01,3300,"충주타워 설치용 추가자재 발주(설치팀 요청)_'24.12.24 - 3000EA
충주타워 설치용 추가자재 발주(설치팀 요청)_'24.10.28",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,HX00002WH0400,ANCHOR BOLT,2,"WEDGE ANCHOR, 국내",HX00002WH04,1800,"충주타워 설치용 추가자재 발주(설치팀 요청)_'24.10.28
충주타워 설치용 추가자재 발주(설치팀 요청)_'24.11.22 - 1500EA
",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,HX00002WH0500,ANCHOR BOLT,2,"WEDGE ANCHOR,국내",HX00002WH05,2700,충주타워 설치용 추가자재 발주(설치팀 요청)_'24.10.28,1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,HX00029AH0200,WIRE CLIP,2,WIRE CLIP FOR GOV ROPE,HX00029AH02,4,"[충주타워 5호기 임시카용 자재]
청구일자: 2024.09.06
청구수량: 4 EA (누계 4 EA)
청구자: 기계부품개발팀 유진환 매니저(010-9362-7955)
제작업체: 진성로프",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,HX00029AH0400,WIRE CLIP,0,FOR WIRE ROPE,HX00029AH04,10,"입고지: 충주 본사 F02
수령인: 김동희 매니저 (010-3325-1309)",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,HX0036BKH0400,CONNECTOR,0,CAT NO:GW28,HX0036BKH04,116,"25.02.11 KU
충주타워 5호기 설치용
-커넥터, 카풀링, 노말 밴드

총 수량 116EA",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,HX0036BMH0400,FLEXIBLE TUBE,0,CAT NO:GW28,HX0036BMH04,150,"25.02.11 KJU
충주타워 5호기 설치용 150M",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,HX0057VAH0500,SENSOR,0,"LOAD CELL, CURIOTECH",HX0057VAH05,4,"충주타워 #5 초고속 설치용
- 신청일 : 2024.12.9
- 입고요청일 : 2024.12.20
- 입고지 : 현대엘리베이터 본사 F02
- 수량 : 4EA",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,HX0063DAH0200,HALL CHIME,0,LOW ACTIVE,HX0063DAH02,2,"2층, 29층용
",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,HX044036H0100,INVERTER,0,CAPACITOR ASSY 400V-6800uF 20EA,HX044036H01,3,"2024.10.29 전력전자팀 김동희
5호기 인버터 DC Link 캐패시터 교체용
+3 SET 청구",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,HX045029H0100,IGBT,0,CM1400DUC-24S,HX045029H01,20,"2025.01.13 전력전자팀 김동희 청구
5호기 인버터 IGBT 교체용 1400A
20EA 청구 
(기존 오발주 내용 HX045029H0200 900A사양 20EA는 삭제)
",1
V800627,134,RLS,2025-11-28,2025-11-28,,,,,,HX057046H0100,GATE BOARD,0,SUVF (HIVD3000),HX057046H01,24,"2024.11.18 전력전자팀 김동희
+24 EA 
납품장소: 부품서비스센터 2층 전기전자연구실
010-6817-2552",1
